,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
54076,Algeria,nuclear,2019,,,509.066,43030.4,61.43337395080243,5.1928485784802145,0.0
54077,Algeria,renewables_n_other,2019,0.00972407822609088,0.007452648,509.066,43030.4,61.43337395080243,5.1928485784802145,0.0
54078,American Samoa,all_energy_types,2019,0.004911508895818637,0.0,,55.312,88.79644373406562,0.0,0.35542766
54079,American Samoa,coal,2019,0.0,0.0,,55.312,88.79644373406562,0.0,0.0
54080,American Samoa,natural_gas,2019,0.0,0.0,,55.312,88.79644373406562,0.0,0.0
54081,American Samoa,petroleum_n_other_liquids,2019,0.004911508895818637,0.0,,55.312,88.79644373406562,0.0,0.3554276602528645
54082,American Samoa,nuclear,2019,,,,55.312,88.79644373406562,0.0,0.0
54083,American Samoa,renewables_n_other,2019,0.0,0.0,,55.312,88.79644373406562,0.0,0.0
54084,Angola,all_energy_types,2019,0.372427780585,3.5102084014823185,193.826,31849.8,11.693253351198438,1.9214541938903966,17.644576606
54085,Angola,coal,2019,0.0,0.0,193.826,31849.8,11.693253351198438,1.9214541938903966,0.0
54086,Angola,natural_gas,2019,0.031831056285,0.2502325812,193.826,31849.8,11.693253351198438,1.9214541938903966,1.679087606
54087,Angola,petroleum_n_other_liquids,2019,0.2582525323,3.1776316282823185,193.826,31849.8,11.693253351198438,1.9214541938903966,15.965489
54088,Angola,nuclear,2019,,,193.826,31849.8,11.693253351198438,1.9214541938903966,0.0
54089,Angola,renewables_n_other,2019,0.082344192,0.082344192,193.826,31849.8,11.693253351198438,1.9214541938903966,0.0
54090,Antarctica,all_energy_types,2019,0.0001865087,0.0,,,0.0,0.0,0.013782287
54091,Antarctica,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54092,Antarctica,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54093,Antarctica,petroleum_n_other_liquids,2019,0.0001865087,0.0,,,0.0,0.0,0.013782286568490414
54094,Antarctica,nuclear,2019,,,,,0.0,0.0,0.0
54095,Antarctica,renewables_n_other,2019,0.0,0.0,,,0.0,0.0,0.0
54096,Antigua and Barbuda,all_energy_types,2019,0.0104000061,0.00013356,2.12893,97.0566,107.15403280147872,4.885085982160052,0.7348894
54097,Antigua and Barbuda,coal,2019,0.0,0.0,2.12893,97.0566,107.15403280147872,4.885085982160052,0.0
54098,Antigua and Barbuda,natural_gas,2019,0.0,0.0,2.12893,97.0566,107.15403280147872,4.885085982160052,0.0
54099,Antigua and Barbuda,petroleum_n_other_liquids,2019,0.0102664461,0.0,2.12893,97.0566,107.15403280147872,4.885085982160052,0.7348893999933047
54100,Antigua and Barbuda,nuclear,2019,,,2.12893,97.0566,107.15403280147872,4.885085982160052,0.0
54101,Antigua and Barbuda,renewables_n_other,2019,0.00013356,0.00013356,2.12893,97.0566,107.15403280147872,4.885085982160052,0.0
54102,Argentina,all_energy_types,2019,3.545507099370268,3.4933678361664637,833.501,44832.7,79.08305989535022,4.253752664208283,191.358658271
54103,Argentina,coal,2019,0.021913297285552986,0.0004927291902122587,833.501,44832.7,79.08305989535022,4.253752664208283,3.045990256963641
54104,Argentina,natural_gas,2019,1.82587826894,1.67743431768,833.501,44832.7,79.08305989535022,4.253752664208283,98.150879926
54105,Argentina,petroleum_n_other_liquids,2019,1.258250833,1.3040088457362515,833.501,44832.7,79.08305989535022,4.253752664208283,90.161788088
54106,Argentina,nuclear,2019,0.092626995,0.092626995,833.501,44832.7,79.08305989535022,4.253752664208283,0.0
54107,Argentina,renewables_n_other,2019,0.346837705144715,0.41880494856,833.501,44832.7,79.08305989535022,4.253752664208283,0.0
54108,Armenia,all_energy_types,2019,0.15681441220195597,0.04490399116,35.5628,2957.09,53.0299761596556,4.409506906147884,5.976457104
54109,Armenia,coal,2019,0.00011220672398596684,0.0,35.5628,2957.09,53.0299761596556,4.409506906147884,0.004416816179560155
54110,Armenia,natural_gas,2019,0.09382289761797,0.0,35.5628,2957.09,53.0299761596556,4.409506906147884,4.869455288
54111,Armenia,petroleum_n_other_liquids,2019,0.0212440127,0.0,35.5628,2957.09,53.0299761596556,4.409506906147884,1.1025849999958193
54112,Armenia,nuclear,2019,0.023790025,0.023790025,35.5628,2957.09,53.0299761596556,4.409506906147884,0.0
54113,Armenia,renewables_n_other,2019,0.01784527016,0.02111396616,35.5628,2957.09,53.0299761596556,4.409506906147884,0.0
54114,Aruba,all_energy_types,2019,0.018564764847999998,0.001306323648,3.20784,106.298,174.64829863214734,5.787310105242156,1.20493081
54115,Aruba,coal,2019,0.0,0.0,3.20784,106.298,174.64829863214734,5.787310105242156,0.0
54116,Aruba,natural_gas,2019,0.0,0.0,3.20784,106.298,174.64829863214734,5.787310105242156,0.0
54117,Aruba,petroleum_n_other_liquids,2019,0.0172584412,0.0,3.20784,106.298,174.64829863214734,5.787310105242156,1.2049308100031524
54118,Aruba,nuclear,2019,,,3.20784,106.298,174.64829863214734,5.787310105242156,0.0
54119,Aruba,renewables_n_other,2019,0.001306323648,0.001306323648,3.20784,106.298,174.64829863214734,5.787310105242156,0.0
54120,Australia,all_energy_types,2019,6.394487619108519,18.95493672083794,1226.586,25407.68,251.67538394330057,5.213240342795792,410.865148205
54121,Australia,coal,2019,1.7104303437532538,12.165597637147725,1226.586,25407.68,251.67538394330057,5.213240342795792,166.9900280863814
54122,Australia,natural_gas,2019,1.827146280607688,5.4364798900636675,1226.586,25407.68,251.67538394330057,5.213240342795792,84.149358999
54123,Australia,petroleum_n_other_liquids,2019,2.40316023747922,0.8874504844265455,1226.586,25407.68,251.67538394330057,5.213240342795792,159.72576112
54124,Australia,nuclear,2019,,,1226.586,25407.68,251.67538394330057,5.213240342795792,0.0
54125,Australia,renewables_n_other,2019,0.4537507572683577,0.4654087092,1226.586,25407.68,251.67538394330057,5.213240342795792,0.0
54126,Austria,all_energy_types,2019,1.5220260353460784,0.5674874989252223,467.708,8885.205,171.29892167328478,3.254222795731692,63.844027897
54127,Austria,coal,2019,0.0777984502725176,0.0,467.708,8885.205,171.29892167328478,3.254222795731692,10.384165498079478
54128,Austria,natural_gas,2019,0.33351804729430484,0.033483291847531876,467.708,8885.205,171.29892167328478,3.254222795731692,17.063722399
54129,Austria,petroleum_n_other_liquids,2019,0.581996516223845,0.027553737077690453,467.708,8885.205,171.29892167328478,3.254222795731692,36.39614
54130,Austria,nuclear,2019,,,467.708,8885.205,171.29892167328478,3.254222795731692,0.0
54131,Austria,renewables_n_other,2019,0.5287130215554108,0.50645047,467.708,8885.205,171.29892167328478,3.254222795731692,0.0
54132,Azerbaijan,all_energy_types,2019,0.6472366689189806,2.518580542592398,145.705,10041.2,64.45809952186796,4.442103352108579,33.285637886
54133,Azerbaijan,coal,2019,0.0003161587797805895,0.0,145.705,10041.2,64.45809952186796,4.442103352108579,0.005768387991054602
54134,Azerbaijan,natural_gas,2019,0.4240116661392,0.8531902222062,145.705,10041.2,64.45809952186796,4.442103352108579,20.695090498
54135,Azerbaijan,petroleum_n_other_liquids,2019,0.2106613996,1.6485230279861982,145.705,10041.2,64.45809952186796,4.442103352108579,12.584779
54136,Azerbaijan,nuclear,2019,,,145.705,10041.2,64.45809952186796,4.442103352108579,0.0
54137,Azerbaijan,renewables_n_other,2019,0.0122474444,0.0168672924,145.705,10041.2,64.45809952186796,4.442103352108579,0.0
54138,Bahrain,all_energy_types,2019,0.8130655406214,1.1156651018182526,70.4457,1483.76,547.9764521360597,11.541734138796265,39.014442502
54139,Bahrain,coal,2019,0.0,0.0,70.4457,1483.76,547.9764521360597,11.541734138796265,0.0
54140,Bahrain,natural_gas,2019,0.6748270940214,0.6755929140048,70.4457,1483.76,547.9764521360597,11.541734138796265,31.503267502
54141,Bahrain,petroleum_n_other_liquids,2019,0.1374566246,0.4399898258134527,70.4457,1483.76,547.9764521360597,11.541734138796265,7.511175
54142,Bahrain,nuclear,2019,,,70.4457,1483.76,547.9764521360597,11.541734138796265,0.0
54143,Bahrain,renewables_n_other,2019,0.000781822,8.2362e-05,70.4457,1483.76,547.9764521360597,11.541734138796265,0.0
54144,Bangladesh,all_energy_types,2019,1.6166327357480461,1.1091070821938183,798.113,163021.0,9.916714630311715,2.025568729926772,90.78163083
54145,Bangladesh,coal,2019,0.17101818810205993,0.02129544989701131,798.113,163021.0,9.916714630311715,2.025568729926772,10.029380905906152
54146,Bangladesh,natural_gas,2019,1.1517384510379862,1.0545334585379873,798.113,163021.0,9.916714630311715,2.025568729926772,59.526546924
54147,Bangladesh,petroleum_n_other_liquids,2019,0.2600474638,0.02260337295081972,798.113,163021.0,9.916714630311715,2.025568729926772,21.225703
54148,Bangladesh,nuclear,2019,,,798.113,163021.0,9.916714630311715,2.025568729926772,0.0
54149,Bangladesh,renewables_n_other,2019,0.033828632808,0.010674800808,798.113,163021.0,9.916714630311715,2.025568729926772,0.0
54150,Barbados,all_energy_types,2019,0.024030263052293,0.0030492033848210013,4.52673,286.99,83.73205704830481,5.30852581273745,1.702104465
54151,Barbados,coal,2019,0.0,0.0,4.52673,286.99,83.73205704830481,5.30852581273745,0.0
54152,Barbados,natural_gas,2019,0.000774370852293,0.000551623467,4.52673,286.99,83.73205704830481,5.30852581273745,0.039823575
54153,Barbados,petroleum_n_other_liquids,2019,0.022899732199999998,0.0021414199178210014,4.52673,286.99,83.73205704830481,5.30852581273745,1.6622808903591153
54154,Barbados,nuclear,2019,,,4.52673,286.99,83.73205704830481,5.30852581273745,0.0
54155,Barbados,renewables_n_other,2019,0.00035616,0.00035616,4.52673,286.99,83.73205704830481,5.30852581273745,0.0
54156,Belarus,all_energy_types,2019,0.9691333127787114,0.08539150316922593,178.892,9449.62,102.55791373396087,5.417421197027879,56.523597698
54157,Belarus,coal,2019,0.014687199842192121,0.0,178.892,9449.62,102.55791373396087,5.417421197027879,1.661982030731321
54158,Belarus,natural_gas,2019,0.6826078328559,0.0025251430131,178.892,9449.62,102.55791373396087,5.417421197027879,36.502515667
54159,Belarus,petroleum_n_other_liquids,2019,0.2692263887,0.07306447407612593,178.892,9449.62,102.55791373396087,5.417421197027879,18.3591
54160,Belarus,nuclear,2019,,,178.892,9449.62,102.55791373396087,5.417421197027879,0.0
54161,Belarus,renewables_n_other,2019,0.0026118913806192907,0.00980188608,178.892,9449.62,102.55791373396087,5.417421197027879,0.0
54162,Belgium,all_energy_types,2019,2.6911279074035623,0.630353981382,557.634,11497.32,234.06566986076427,4.825975294554425,132.279624636
54163,Belgium,coal,2019,0.10127543459876202,0.0,557.634,11497.32,234.06566986076427,4.825975294554425,9.82993892332396
54164,Belgium,natural_gas,2019,0.6497186492198658,0.0,557.634,11497.32,234.06566986076427,4.825975294554425,34.392231713
54165,Belgium,petroleum_n_other_liquids,2019,1.3274879383305,0.0,557.634,11497.32,234.06566986076427,4.825975294554425,88.057454
54166,Belgium,nuclear,2019,0.428890885382,0.428890885382,557.634,11497.32,234.06566986076427,4.825975294554425,0.0
54167,Belgium,renewables_n_other,2019,0.1837549998724344,0.201463096,557.634,11497.32,234.06566986076427,4.825975294554425,0.0
54168,Belize,all_energy_types,2019,0.01231617632,0.00740675942,2.78824,390.339,31.552512867020717,4.417186583651335,0.577712955
54169,Belize,coal,2019,0.0,0.0,2.78824,390.339,31.552512867020717,4.417186583651335,0.0
54170,Belize,natural_gas,2019,0.0,0.0,2.78824,390.339,31.552512867020717,4.417186583651335,0.0
54171,Belize,petroleum_n_other_liquids,2019,0.0076453814,0.0035548445,2.78824,390.339,31.552512867020717,4.417186583651335,0.5777129545499713
54172,Belize,nuclear,2019,,,2.78824,390.339,31.552512867020717,4.417186583651335,0.0
54173,Belize,renewables_n_other,2019,0.00467079492,0.00385191492,2.78824,390.339,31.552512867020717,4.417186583651335,0.0
54174,Benin,all_energy_types,2019,0.09997977143553552,7.265664e-05,38.0152,11807.2,8.467695256753126,2.629994618877068,7.736424191
54175,Benin,coal,2019,0.0029386419262555185,0.0,38.0152,11807.2,8.467695256753126,2.629994618877068,0.27877954345384576
54176,Benin,natural_gas,2019,0.00070020696928,0.0,38.0152,11807.2,8.467695256753126,2.629994618877068,0.037150648
54177,Benin,petroleum_n_other_liquids,2019,0.0925457739,0.0,38.0152,11807.2,8.467695256753126,2.629994618877068,7.420494
54178,Benin,nuclear,2019,,,38.0152,11807.2,8.467695256753126,2.629994618877068,0.0
54179,Benin,renewables_n_other,2019,0.00379514864,7.265664e-05,38.0152,11807.2,8.467695256753126,2.629994618877068,0.0
54180,Bermuda,all_energy_types,2019,0.0110296034,0.0,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.797279806
54181,Bermuda,coal,2019,0.0,0.0,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.0
54182,Bermuda,natural_gas,2019,0.0,0.0,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.0
54183,Bermuda,petroleum_n_other_liquids,2019,0.0110296034,0.0,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.797279806
54184,Bermuda,nuclear,2019,,,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.0
54185,Bermuda,renewables_n_other,2019,0.0,0.0,6.64648,62.5574,176.31172970743668,1.6594653711438234,0.0
54186,Bhutan,all_energy_types,2019,0.07639004001113224,0.08280515127961671,8.10603,762.867,100.13546268370796,9.423853601717763,0.967306365
54187,Bhutan,coal,2019,0.003374929911132236,0.003096543279616718,8.10603,762.867,100.13546268370796,9.423853601717763,0.32539320460899535
54188,Bhutan,natural_gas,2019,0.0,0.0,8.10603,762.867,100.13546268370796,9.423853601717763,0.0
54189,Bhutan,petroleum_n_other_liquids,2019,0.008923737900000001,0.0,8.10603,762.867,100.13546268370796,9.423853601717763,0.64191316
54190,Bhutan,nuclear,2019,,,8.10603,762.867,100.13546268370796,9.423853601717763,0.0
54191,Bhutan,renewables_n_other,2019,0.0640913722,0.079708608,8.10603,762.867,100.13546268370796,9.423853601717763,0.0
54192,Bolivia,all_energy_types,2019,0.311932658697,0.6942792443655301,89.7455,11513.0,27.09395107243985,3.475747070293218,18.335565837
54193,Bolivia,coal,2019,0.0,0.0,89.7455,11513.0,27.09395107243985,3.475747070293218,0.0
54194,Bolivia,natural_gas,2019,0.107716679917,0.565678338907,89.7455,11513.0,27.09395107243985,3.475747070293218,6.269280837
54195,Bolivia,petroleum_n_other_liquids,2019,0.1710889139,0.09278834157853012,89.7455,11513.0,27.09395107243985,3.475747070293218,12.066285
54196,Bolivia,nuclear,2019,,,89.7455,11513.0,27.09395107243985,3.475747070293218,0.0
54197,Bolivia,renewables_n_other,2019,0.03312706488,0.03581256388,89.7455,11513.0,27.09395107243985,3.475747070293218,0.0
54198,Bosnia and Herzegovina,all_energy_types,2019,0.2373040737305843,0.15308856620793218,47.1135,3304.39,71.81478994022628,5.036859365799278,17.266938088
54199,Bosnia and Herzegovina,coal,2019,0.126301871770417,0.09688482644793217,47.1135,3304.39,71.81478994022628,5.036859365799278,11.990419555364323
54200,Bosnia and Herzegovina,natural_gas,2019,0.007830971472392,0.0,47.1135,3304.39,71.81478994022628,5.036859365799278,0.431389533
54201,Bosnia and Herzegovina,petroleum_n_other_liquids,2019,0.0706637811,0.0,47.1135,3304.39,71.81478994022628,5.036859365799278,4.845129
54202,Bosnia and Herzegovina,nuclear,2019,,,47.1135,3304.39,71.81478994022628,5.036859365799278,0.0
54203,Bosnia and Herzegovina,renewables_n_other,2019,0.0325074493877753,0.05620373976,47.1135,3304.39,71.81478994022628,5.036859365799278,0.0
54204,Botswana,all_energy_types,2019,0.07854526409711277,0.04722272332661528,36.97997,2302.775,34.10896162113657,2.123994803054539,6.188921367
54205,Botswana,coal,2019,0.031321952397112766,0.04717820332661528,36.97997,2302.775,34.10896162113657,2.123994803054539,3.132777551112082
54206,Botswana,natural_gas,2019,0.0,0.0,36.97997,2302.775,34.10896162113657,2.123994803054539,0.0
54207,Botswana,petroleum_n_other_liquids,2019,0.0434221797,0.0,36.97997,2302.775,34.10896162113657,2.123994803054539,3.056143815909416
54208,Botswana,nuclear,2019,,,36.97997,2302.775,34.10896162113657,2.123994803054539,0.0
54209,Botswana,renewables_n_other,2019,0.003801132,4.452e-05,36.97997,2302.775,34.10896162113657,2.123994803054539,0.0
54210,Brazil,all_energy_types,2019,12.557423835357312,12.713242877624022,3041.299,211246.2,59.44449573699935,4.128967206235662,453.443272227
54211,Brazil,coal,2019,0.6307871600928613,0.09108276110548083,3041.299,211246.2,59.44449573699935,4.128967206235662,68.47503768728932
54212,Brazil,natural_gas,2019,1.2122095578907557,0.8482136250473269,3041.299,211246.2,59.44449573699935,4.128967206235662,64.86363154
54213,Brazil,petroleum_n_other_liquids,2019,5.889385523507218,6.173854597991214,3041.299,211246.2,59.44449573699935,4.128967206235662,320.104603
54214,Brazil,nuclear,2019,0.15767519636,0.15767519636,3041.299,211246.2,59.44449573699935,4.128967206235662,0.0
54215,Brazil,renewables_n_other,2019,4.667366397506477,5.44241669712,3041.299,211246.2,59.44449573699935,4.128967206235662,0.0
54216,British Virgin Islands,all_energy_types,2019,0.002406731032,1.3872432e-05,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.216635316
54217,British Virgin Islands,coal,2019,0.0,0.0,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.0
54218,British Virgin Islands,natural_gas,2019,0.0,0.0,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.0
54219,British Virgin Islands,petroleum_n_other_liquids,2019,0.0023928586,0.0,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.2166353158910171
54220,British Virgin Islands,nuclear,2019,,,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.0
54221,British Virgin Islands,renewables_n_other,2019,1.3872432e-05,1.3872432e-05,1.44981,30.0137,80.1877486614446,1.6600320262655106,0.0
54222,Brunei,all_energy_types,2019,0.1798366962608,0.7275022125763975,26.6516,433.149,415.18437364694364,6.747688553812904,10.22519768
54223,Brunei,coal,2019,0.0,0.0,26.6516,433.149,415.18437364694364,6.747688553812904,0.0
54224,Brunei,natural_gas,2019,0.1426597114608,0.4734535002372,26.6516,433.149,415.18437364694364,6.747688553812904,7.977883709
54225,Brunei,petroleum_n_other_liquids,2019,0.0371591768,0.2540309043391975,26.6516,433.149,415.18437364694364,6.747688553812904,2.2473139708619887
54226,Brunei,nuclear,2019,,,26.6516,433.149,415.18437364694364,6.747688553812904,0.0
54227,Brunei,renewables_n_other,2019,1.7808e-05,1.7808e-05,26.6516,433.149,415.18437364694364,6.747688553812904,0.0
54228,Bulgaria,all_energy_types,2019,0.7332243199908047,0.4503569411701565,149.2549,6969.69,105.2018554614057,4.912564478558524,41.542759685
54229,Bulgaria,coal,2019,0.20847184189998283,0.1954167058087338,149.2549,6969.69,105.2018554614057,4.912564478558524,22.481787707990566
54230,Bulgaria,natural_gas,2019,0.1063473695608,0.00138467988543,149.2549,6969.69,105.2018554614057,4.912564478558524,6.027753255
54231,Bulgaria,petroleum_n_other_liquids,2019,0.1917931974,0.002145787795992699,149.2549,6969.69,105.2018554614057,4.912564478558524,13.033218722
54232,Bulgaria,nuclear,2019,0.174654214,0.174654214,149.2549,6969.69,105.2018554614057,4.912564478558524,0.0
54233,Bulgaria,renewables_n_other,2019,0.05195769713002186,0.07675555368,149.2549,6969.69,105.2018554614057,4.912564478558524,0.0
54234,Burkina Faso,all_energy_types,2019,0.0660440724,0.00191436,39.3968,20333.3,3.248074459138458,1.6763816452097633,4.391342618
54235,Burkina Faso,coal,2019,0.0,0.0,39.3968,20333.3,3.248074459138458,1.6763816452097633,0.0
54236,Burkina Faso,natural_gas,2019,0.0,0.0,39.3968,20333.3,3.248074459138458,1.6763816452097633,0.0
54237,Burkina Faso,petroleum_n_other_liquids,2019,0.0620825124,0.0,39.3968,20333.3,3.248074459138458,1.6763816452097633,4.391342618295
54238,Burkina Faso,nuclear,2019,,,39.3968,20333.3,3.248074459138458,1.6763816452097633,0.0
54239,Burkina Faso,renewables_n_other,2019,0.00396156,0.00191436,39.3968,20333.3,3.248074459138458,1.6763816452097633,0.0
54240,Burma,all_energy_types,2019,0.5771641983724072,0.8169968267344525,275.791,54067.4,10.674902036576702,2.0927593662317014,32.968880216
54241,Burma,coal,2019,0.040657641041029834,0.03292474907082485,275.791,54067.4,10.674902036576702,2.0927593662317014,3.206584998058846
54242,Burma,natural_gas,2019,0.1344608487912,0.6592311136884,275.791,54067.4,10.674902036576702,2.0927593662317014,9.294336218
54243,Burma,petroleum_n_other_liquids,2019,0.2983540289,0.0178959103752277,275.791,54067.4,10.674902036576702,2.0927593662317014,20.467959
54244,Burma,nuclear,2019,,,275.791,54067.4,10.674902036576702,2.0927593662317014,0.0
54245,Burma,renewables_n_other,2019,0.10369167964017734,0.1069450536,275.791,54067.4,10.674902036576702,2.0927593662317014,0.0
54246,Burundi,all_energy_types,2019,0.012540838052,0.002081648352,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.67983302
54247,Burundi,coal,2019,0.0,0.0,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.0
54248,Burundi,natural_gas,2019,0.0,0.0,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.0
54249,Burundi,petroleum_n_other_liquids,2019,0.0101179897,0.0,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.67983302
54250,Burundi,nuclear,2019,,,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.0
54251,Burundi,renewables_n_other,2019,0.002422848352,0.002081648352,8.84175,11536.2,1.0870856999705276,1.4183660533265474,0.0
54252,Cabo Verde,all_energy_types,2019,0.0145917944,0.000792456,3.77316,549.825,26.538979493475196,3.867260969585175,1.001529634
54253,Cabo Verde,coal,2019,0.0,0.0,3.77316,549.825,26.538979493475196,3.867260969585175,0.0
54254,Cabo Verde,natural_gas,2019,0.0,0.0,3.77316,549.825,26.538979493475196,3.867260969585175,0.0
54255,Cabo Verde,petroleum_n_other_liquids,2019,0.0137993384,0.0,3.77316,549.825,26.538979493475196,3.867260969585175,1.0015296339076718
54256,Cabo Verde,nuclear,2019,,,3.77316,549.825,26.538979493475196,3.867260969585175,0.0
54257,Cabo Verde,renewables_n_other,2019,0.000792456,0.000792456,3.77316,549.825,26.538979493475196,3.867260969585175,0.0
54258,Cambodia,all_energy_types,2019,0.22469348641529582,0.0375241272,69.1922,16482.4,13.632328205558402,3.2473817340003035,11.890895952
54259,Cambodia,coal,2019,0.04976619841529581,0.0,69.1922,16482.4,13.632328205558402,3.2473817340003035,4.096287951911915
54260,Cambodia,natural_gas,2019,0.0,0.0,69.1922,16482.4,13.632328205558402,3.2473817340003035,0.0
54261,Cambodia,petroleum_n_other_liquids,2019,0.1269522048,0.0,69.1922,16482.4,13.632328205558402,3.2473817340003035,7.794607999988951
54262,Cambodia,nuclear,2019,,,69.1922,16482.4,13.632328205558402,3.2473817340003035,0.0
54263,Cambodia,renewables_n_other,2019,0.0479750832,0.0375241272,69.1922,16482.4,13.632328205558402,3.2473817340003035,0.0
54264,Cameroon,all_energy_types,2019,0.16053274132133993,0.2973821982338688,88.9149,25885.9,6.201551474792838,1.8054650156648653,7.245713401
54265,Cameroon,coal,2019,0.0,0.0,88.9149,25885.9,6.201551474792838,1.8054650156648653,0.0
54266,Cameroon,natural_gas,2019,0.03646402942133993,0.09903549592220981,88.9149,25885.9,6.201551474792838,1.8054650156648653,2.151580401
54267,Cameroon,petroleum_n_other_liquids,2019,0.0759222839,0.15026510231165896,88.9149,25885.9,6.201551474792838,1.8054650156648653,5.094133
54268,Cameroon,nuclear,2019,,,88.9149,25885.9,6.201551474792838,1.8054650156648653,0.0
54269,Cameroon,renewables_n_other,2019,0.048146428,0.0480816,88.9149,25885.9,6.201551474792838,1.8054650156648653,0.0
54270,Canada,all_energy_types,2019,14.97790517950626,23.5186004308814,1737.87,37601.23,398.3355113517898,8.61854176636127,613.089866972
54271,Canada,coal,2019,0.542489986368737,1.2059688551308847,1737.87,37601.23,398.3355113517898,8.61854176636127,59.42010636306554
54272,Canada,natural_gas,2019,4.611305027350553,6.646816079688351,1737.87,37601.23,398.3355113517898,8.61854176636127,245.386044681
54273,Canada,petroleum_n_other_liquids,2019,5.084958301604275,10.744366071845963,1737.87,37601.23,398.3355113517898,8.61854176636127,308.283715928
54274,Canada,nuclear,2019,1.0725113570962017,1.0725113570962017,1737.87,37601.23,398.3355113517898,8.61854176636127,0.0
54275,Canada,renewables_n_other,2019,3.6666405070864934,3.84893806712,1737.87,37601.23,398.3355113517898,8.61854176636127,0.0
54276,Cayman Islands,all_energy_types,2019,0.01139856546,0.00014393316,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.667298
54277,Cayman Islands,coal,2019,0.0,0.0,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.0
